scenario,model,original_index,y_true,probability_gt_50k,true_class_probability,binary_cross_entropy_loss,predicted_class,prediction_correct
s1_random_1_percent,sisa,353,1,0.04511045515537262,0.04511045515537262,3.0986412377130983,0,0
s1_random_1_percent,sisa,489,0,0.16040482074022294,0.8395951792597771,0.17483543276274655,0,1
s1_random_1_percent,sisa,946,0,0.08335889056324959,0.9166411094367504,0.08703925799275547,0,1
s1_random_1_percent,sisa,1059,0,0.0011518257204443216,0.9988481742795556,0.0011524895815066293,0,1
s1_random_1_percent,sisa,1109,0,0.09843910783529282,0.9015608921647071,0.1036276932347081,0,1
s1_random_1_percent,sisa,1116,0,0.007991969957947731,0.9920080300420523,0.008024076929571041,0,1
s1_random_1_percent,sisa,1523,0,0.013319746777415275,0.9866802532225847,0.01340925026892343,0,1
s1_random_1_percent,sisa,1714,0,0.1816239833831787,0.8183760166168212,0.20043336998328906,0,1
s1_random_1_percent,sisa,1841,0,0.019830782525241376,0.9801692174747586,0.020030051330811354,0,1
s1_random_1_percent,sisa,1860,0,0.006382571533322334,0.9936174284666777,0.006403027229426898,0,1
s1_random_1_percent,sisa,2070,0,0.009682247973978519,0.9903177520260215,0.009729425708224701,0,1
s1_random_1_percent,sisa,2167,1,0.7789068222045898,0.7789068222045898,0.2498638523263421,1,1
s1_random_1_percent,sisa,2893,0,0.004604618437588215,0.9953953815624118,0.004615252349025915,0,1
s1_random_1_percent,sisa,3127,0,0.00942926835268736,0.9905707316473127,0.009474005350388644,0,1
s1_random_1_percent,sisa,3204,0,0.037837039679288864,0.9621629603207111,0.03857144523977723,0,1
s1_random_1_percent,sisa,3320,0,0.11288579702377319,0.8871142029762268,0.11978155301423732,0,1
s1_random_1_percent,sisa,3729,1,0.055408208072185515,0.055408208072185515,2.8930275360557767,0,0
s1_random_1_percent,sisa,3882,0,0.010046863276511431,0.9899531367234886,0.010097673616856475,0,1
s1_random_1_percent,sisa,3894,0,0.08061638250946998,0.91938361749053,0.08405181446516413,0,1
s1_random_1_percent,sisa,4062,0,0.06256762146949768,0.9374323785305023,0.0646106533064977,0,1
s1_random_1_percent,sisa,4148,0,0.11374155282974244,0.8862584471702576,0.12074666981844992,0,1
s1_random_1_percent,sisa,4194,0,0.007871562242507934,0.992128437757492,0.007902706532381482,0,1
s1_random_1_percent,sisa,4305,0,0.10314754992723466,0.8968524500727654,0.10886392312624675,0,1
s1_random_1_percent,sisa,4366,0,0.015376184694468975,0.984623815305531,0.015495624152942635,0,1
s1_random_1_percent,sisa,4430,0,0.6067452430725098,0.39325475692749023,0.9332976406706551,1,0
s1_random_1_percent,sisa,4452,0,0.22708669900894166,0.7729133009910584,0.2575883958168988,0,1
s1_random_1_percent,sisa,4512,0,0.029205471649765967,0.970794528350234,0.02964044137318655,0,1
s1_random_1_percent,sisa,4591,1,0.5821677446365356,0.5821677446365356,0.5409966517534243,1,1
s1_random_1_percent,sisa,4646,0,0.01018801461905241,0.9898119853809476,0.010240267646021038,0,1
s1_random_1_percent,sisa,4721,0,0.006347783841192722,0.9936522161588073,0.006368016688982879,0,1
s1_random_1_percent,sisa,4751,0,0.008541593328118324,0.9914584066718817,0.008578281804495914,0,1
s1_random_1_percent,sisa,5080,1,0.1141779825091362,0.1141779825091362,2.169996797991373,0,0
s1_random_1_percent,sisa,5202,0,0.003628971567377448,0.9963710284326226,0.0036355722586818673,0,1
s1_random_1_percent,sisa,5300,0,0.15956309586763381,0.8404369041323662,0.17383339839526118,0,1
