scenario,shard_id,slice_id,epoch,train_loss,val_loss
s1_random_1_percent,1,1,1,0.656012027036576,0.6444304456093778
s1_random_1_percent,1,1,2,0.6384382957503909,0.6248959025137742
s1_random_1_percent,1,1,3,0.6181741300083342,0.6006590642142811
s1_random_1_percent,1,1,4,0.5929351051648458,0.5701132543810137
s1_random_1_percent,1,2,1,0.5633528069220073,0.5357958526192159
s1_random_1_percent,1,2,2,0.5315038447078758,0.4985475678229768
s1_random_1_percent,1,2,3,0.4950351415312877,0.4609716531278786
s1_random_1_percent,1,2,4,0.45622799457389585,0.4248725367135895
s1_random_1_percent,1,3,1,0.4202266614112628,0.3937134373360503
s1_random_1_percent,1,3,2,0.3926585662294422,0.3702585286141223
s1_random_1_percent,1,3,3,0.3728243728008496,0.3528296213526886
s1_random_1_percent,1,3,4,0.3609879850988557,0.34042490229169237
s1_random_1_percent,1,4,1,0.36110631489895323,0.3333476001273209
s1_random_1_percent,1,4,2,0.3505089981917018,0.3307030976241708
s1_random_1_percent,1,4,3,0.3464720462903148,0.32649661512313694
s1_random_1_percent,1,4,4,0.3357084158755446,0.32327092956591913
s1_random_1_percent,1,5,1,0.32734354862460385,0.32205811725462063
s1_random_1_percent,1,5,2,0.3256199674253111,0.3208939210983889
s1_random_1_percent,1,5,3,0.32171817232061317,0.3191211957961459
s1_random_1_percent,1,5,4,0.3174824661678738,0.3168245298417253
s1_random_1_percent,2,1,1,0.7377887115387222,0.7168097675025642
s1_random_1_percent,2,1,2,0.7076111856370682,0.6891857362040854
s1_random_1_percent,2,1,3,0.6801390055353055,0.6589182936979258
s1_random_1_percent,2,1,4,0.6476816901928898,0.6186624909892227
s1_random_1_percent,2,2,1,0.6077830352049064,0.5729908739612495
s1_random_1_percent,2,2,2,0.5629907730859267,0.5258188138169537
s1_random_1_percent,2,2,3,0.5202641816689825,0.4807670051092142
s1_random_1_percent,2,2,4,0.47432617665572485,0.4405021720202022
s1_random_1_percent,2,3,1,0.4336188842948079,0.40799791443357697
s1_random_1_percent,2,3,2,0.402315554938601,0.3824867096195903
s1_random_1_percent,2,3,3,0.3777285598399627,0.3632102893198119
s1_random_1_percent,2,3,4,0.36301792755053164,0.35006374745560315
s1_random_1_percent,2,4,1,0.3689595022622277,0.3440329242836345
s1_random_1_percent,2,4,2,0.36307693614679226,0.33779114878571426
s1_random_1_percent,2,4,3,0.3540572976364809,0.33295446653819105
s1_random_1_percent,2,4,4,0.3507650484057034,0.3310192909814802
s1_random_1_percent,2,5,1,0.32045497961298247,0.3305158767337653
s1_random_1_percent,2,5,2,0.3206499774427809,0.32838161557774515
s1_random_1_percent,2,5,3,0.31350861692569665,0.3257623243911195
s1_random_1_percent,2,5,4,0.3128915956387153,0.32609882023273973
s1_random_1_percent,3,1,1,0.6978157352837713,0.6841708290065991
s1_random_1_percent,3,1,2,0.6765841204271359,0.6620006255038671
s1_random_1_percent,3,1,3,0.6528461514758923,0.6365740920655752
s1_random_1_percent,3,1,4,0.6257010891131143,0.6045669934771083
s1_random_1_percent,3,2,1,0.5855000663543205,0.5682668641327575
s1_random_1_percent,3,2,2,0.5459421932961424,0.5295101468952959
s1_random_1_percent,3,2,3,0.506708227285078,0.4929030697315793
s1_random_1_percent,3,2,4,0.47011454084247045,0.46156775642215897
s1_random_1_percent,3,3,1,0.47124681983113026,0.43354849666641804
s1_random_1_percent,3,3,2,0.441394903755153,0.40772909999967694
s1_random_1_percent,3,3,3,0.42147869096900814,0.3857129336851658
s1_random_1_percent,3,3,4,0.39955020355373644,0.3672868917947124
s1_random_1_percent,3,4,1,0.3809348485230343,0.3526326882653701
s1_random_1_percent,3,4,2,0.3588990223548613,0.342140886071208
s1_random_1_percent,3,4,3,0.3569535579163708,0.3356822728215753
s1_random_1_percent,3,4,4,0.34979519358061617,0.33245286103027816
s1_random_1_percent,3,5,1,0.3526435606926128,0.3290310816510336
s1_random_1_percent,3,5,2,0.34079293226154533,0.3270505856058489
s1_random_1_percent,3,5,3,0.3461242057851824,0.3236465520084864
s1_random_1_percent,3,5,4,0.3339225920061991,0.32126274600791827
s1_random_1_percent,4,1,1,0.6834687854336426,0.6722061692968666
s1_random_1_percent,4,1,2,0.667008340710384,0.6554829727064024
s1_random_1_percent,4,1,3,0.6487289415699894,0.6330956879483525
s1_random_1_percent,4,1,4,0.6247996102392146,0.5996126062616832
s1_random_1_percent,4,2,1,0.5848874478719651,0.5586301170344434
s1_random_1_percent,4,2,2,0.5427529129721965,0.5132392916463289
s1_random_1_percent,4,2,3,0.49597413085714015,0.46822448294897595
s1_random_1_percent,4,2,4,0.4551281495707476,0.4288269188148286
s1_random_1_percent,4,3,1,0.4203798907810335,0.39952742164980476
s1_random_1_percent,4,3,2,0.39789861872065896,0.37741047435206465
s1_random_1_percent,4,3,3,0.3788518285381565,0.360751385770793
s1_random_1_percent,4,3,4,0.3627850546266339,0.3488239079282611
s1_random_1_percent,4,4,1,0.35111719029921074,0.33953054498656343
s1_random_1_percent,4,4,2,0.34677573058340283,0.33448038845969585
s1_random_1_percent,4,4,3,0.3350400967509658,0.33127129465186983
s1_random_1_percent,4,4,4,0.3345303285121918,0.3273440230227936
s1_random_1_percent,4,5,1,0.3544905325945686,0.32855721811860306
s1_random_1_percent,4,5,2,0.3473936754114488,0.3267337278674738
s1_random_1_percent,4,5,3,0.3465173998299767,0.3228074080414242
s1_random_1_percent,4,5,4,0.3406115710735321,0.3209915560775203
s1_random_1_percent,5,1,1,0.6835043676511876,0.6657705846751872
s1_random_1_percent,5,1,2,0.6575206254783337,0.6406339739894008
s1_random_1_percent,5,1,3,0.6309447950737993,0.6119861251957066
s1_random_1_percent,5,1,4,0.6000479967571205,0.5763989200267902
s1_random_1_percent,5,2,1,0.5730954542272562,0.5371575543960522
s1_random_1_percent,5,2,2,0.5349592133960893,0.4965253534324827
s1_random_1_percent,5,2,3,0.49569091060168624,0.4569331749260767
s1_random_1_percent,5,2,4,0.456539309569868,0.4209887697304203
s1_random_1_percent,5,3,1,0.42072081557052704,0.3919249465971282
s1_random_1_percent,5,3,2,0.39832020021611864,0.3696840668909217
s1_random_1_percent,5,3,3,0.3751035183888242,0.3534003425549198
s1_random_1_percent,5,3,4,0.36454233117786783,0.34177035848332205
s1_random_1_percent,5,4,1,0.33713377776667147,0.3333572077028679
s1_random_1_percent,5,4,2,0.32983823417736824,0.32847470178520816
s1_random_1_percent,5,4,3,0.3168212976114084,0.3257621019517272
s1_random_1_percent,5,4,4,0.3108162845607346,0.32431356834642816
s1_random_1_percent,5,5,1,0.33067180082456393,0.3217563198997842
s1_random_1_percent,5,5,2,0.32937773099720874,0.32047859200388557
s1_random_1_percent,5,5,3,0.31945109741282446,0.3197168502412531
s1_random_1_percent,5,5,4,0.32008775590788285,0.3191737228164964
s2_random_5_percent,1,1,1,0.6571214096045789,0.6446793139908374
s2_random_5_percent,1,1,2,0.6397757603798384,0.6261601096907503
s2_random_5_percent,1,1,3,0.6227382002053438,0.6039616495346457
s2_random_5_percent,1,1,4,0.600620119659989,0.5760966311248312
s2_random_5_percent,1,2,1,0.5695839781820038,0.5421573413450016
s2_random_5_percent,1,2,2,0.5372930319956791,0.5060209304932327
s2_random_5_percent,1,2,3,0.5014410489871178,0.46899965623510104
s2_random_5_percent,1,2,4,0.4651341570748223,0.43472234757096917
s2_random_5_percent,1,3,1,0.43322002639946705,0.4035658157330668
s2_random_5_percent,1,3,2,0.40227246328075633,0.3804711681179684
s2_random_5_percent,1,3,3,0.38488103418372244,0.36354118050234974
s2_random_5_percent,1,3,4,0.3709744596086712,0.35196591631786245
s2_random_5_percent,1,4,1,0.3643404888430583,0.3411190631429973
s2_random_5_percent,1,4,2,0.35172414291062465,0.33622337885479636
s2_random_5_percent,1,4,3,0.3416654528715672,0.33507428510476095
s2_random_5_percent,1,4,4,0.3386104732126623,0.33241177404183947
s2_random_5_percent,1,5,1,0.3400830797868293,0.32419922903135373
s2_random_5_percent,1,5,2,0.3339449057586382,0.3217553287345856
s2_random_5_percent,1,5,3,0.3242461264729959,0.32393616655144314
s2_random_5_percent,1,5,4,0.32987179306032477,0.32586658473650093
s2_random_5_percent,2,1,1,0.7387859532761075,0.7169718303512492
s2_random_5_percent,2,1,2,0.7082820583645638,0.6900575873697516
s2_random_5_percent,2,1,3,0.6831773543985752,0.6616875465502675
s2_random_5_percent,2,1,4,0.6513064305141487,0.6249280607410704
s2_random_5_percent,2,2,1,0.6106198026759414,0.5801878647338228
s2_random_5_percent,2,2,2,0.5691842061806456,0.5346568966705942
s2_random_5_percent,2,2,3,0.5278527621565194,0.4902994847349739
s2_random_5_percent,2,2,4,0.4824892480711371,0.44976706769080427
s2_random_5_percent,2,3,1,0.44076702867367473,0.4156521332823706
s2_random_5_percent,2,3,2,0.4098035762014315,0.3966598357215072
s2_random_5_percent,2,3,3,0.3993144634620164,0.3821074964405896
s2_random_5_percent,2,3,4,0.3812181554099386,0.3665221517785078
s2_random_5_percent,2,4,1,0.38141667806353724,0.3512663460806228
s2_random_5_percent,2,4,2,0.36692920057915984,0.34316642935927566
s2_random_5_percent,2,4,3,0.36056159886247713,0.33766234542644646
s2_random_5_percent,2,4,4,0.3535300662561361,0.33306377846264557
s2_random_5_percent,2,5,1,0.33015308115217423,0.3334257795271768
s2_random_5_percent,2,5,2,0.3247757035273093,0.33236112100421294
s2_random_5_percent,2,5,3,0.3176900497925134,0.3280794619700312
s2_random_5_percent,2,5,4,0.31739832148139857,0.3268745044216314
s2_random_5_percent,3,1,1,0.6987262729470056,0.6842995355632375
s2_random_5_percent,3,1,2,0.676464887884737,0.6626693992187767
s2_random_5_percent,3,1,3,0.6542610200306841,0.6377908290002049
s2_random_5_percent,3,1,4,0.6265551539777799,0.6063677830153269
s2_random_5_percent,3,2,1,0.585877427085375,0.5708528624966013
s2_random_5_percent,3,2,2,0.5509045396879212,0.534630995661777
s2_random_5_percent,3,2,3,0.5146295053971721,0.5008188462016558
s2_random_5_percent,3,2,4,0.4782918392466546,0.4718993476203254
s2_random_5_percent,3,3,1,0.47945169613911554,0.44523226048104786
s2_random_5_percent,3,3,2,0.45522559688641473,0.42405093962658696
s2_random_5_percent,3,3,3,0.4396195230117211,0.4038281914740679
s2_random_5_percent,3,3,4,0.42103024556086616,0.38491258656526245
s2_random_5_percent,3,4,1,0.3950495427371534,0.36632431221405337
s2_random_5_percent,3,4,2,0.3728511000703449,0.354187293364121
s2_random_5_percent,3,4,3,0.36875137869565766,0.344668258409698
s2_random_5_percent,3,4,4,0.35089856898126426,0.33855440652894414
s2_random_5_percent,3,5,1,0.3555906694541136,0.3345134956586761
s2_random_5_percent,3,5,2,0.35488218064459603,0.33054015813321647
s2_random_5_percent,3,5,3,0.34703274275516005,0.3283001191541858
s2_random_5_percent,3,5,4,0.34344581150436104,0.32618982406089514
s2_random_5_percent,4,1,1,0.6839703405426502,0.6721406402302804
s2_random_5_percent,4,1,2,0.6671369298317508,0.6559245197004286
s2_random_5_percent,4,1,3,0.6498179078744503,0.6349415387770142
s2_random_5_percent,4,1,4,0.6260158837162778,0.603893104778949
s2_random_5_percent,4,2,1,0.5920010805130005,0.5710100685511982
s2_random_5_percent,4,2,2,0.5563663959503173,0.5336253393747558
s2_random_5_percent,4,2,3,0.5201948881149292,0.4942850933076904
s2_random_5_percent,4,2,4,0.47972792387008667,0.45679107550841813
s2_random_5_percent,4,3,1,0.4460888877339484,0.42120313744482496
s2_random_5_percent,4,3,2,0.41273130493628823,0.39645249336559263
s2_random_5_percent,4,3,3,0.3960751718451953,0.37818122106987434
s2_random_5_percent,4,3,4,0.3728981338732991,0.36180922577786634
s2_random_5_percent,4,4,1,0.3633720598050526,0.34747576075696307
s2_random_5_percent,4,4,2,0.3528337517589059,0.34052302137346757
s2_random_5_percent,4,4,3,0.34396444473947796,0.33506191400859386
s2_random_5_percent,4,4,4,0.33996945470118595,0.33112062557356103
s2_random_5_percent,4,5,1,0.36055778540452077,0.33049079141198956
s2_random_5_percent,4,5,2,0.35693897654689627,0.32723098999810224
s2_random_5_percent,4,5,3,0.3496117235565849,0.32471995725678576
s2_random_5_percent,4,5,4,0.3493049156260454,0.3230930642534272
s2_random_5_percent,5,1,1,0.6838864453731139,0.6657121902504092
s2_random_5_percent,5,1,2,0.6575470464361226,0.6411583581290998
s2_random_5_percent,5,1,3,0.6317535657092838,0.6138910607272343
s2_random_5_percent,5,1,4,0.6053180928610585,0.5811566940396659
s2_random_5_percent,5,2,1,0.5772135149515593,0.5425939110338834
s2_random_5_percent,5,2,2,0.5394791896526631,0.5032217748790629
s2_random_5_percent,5,2,3,0.5026850720552297,0.4650327524558267
s2_random_5_percent,5,2,4,0.4692186255638416,0.4303865407517527
s2_random_5_percent,5,3,1,0.42837086434021115,0.40026145574664473
s2_random_5_percent,5,3,2,0.39853334988240624,0.3788799405211866
s2_random_5_percent,5,3,3,0.3817258930863502,0.36015981296649435
s2_random_5_percent,5,3,4,0.36778662535169404,0.346999852303563
s2_random_5_percent,5,4,1,0.34153088052884406,0.3366895326736876
s2_random_5_percent,5,4,2,0.32752575637191855,0.3307897168985326
s2_random_5_percent,5,4,3,0.31933268904685974,0.3288969448801926
s2_random_5_percent,5,4,4,0.3144664430215428,0.3303504565147438
s2_random_5_percent,5,5,1,0.3311436857985354,0.32525124619510243
s2_random_5_percent,5,5,2,0.320716658405874,0.323747995802525
s2_random_5_percent,5,5,3,0.3177671826890602,0.32230173054204886
s2_random_5_percent,5,5,4,0.31182946295573793,0.32113036540991097
s3_simulated_data_provider_withdrawal,1,1,1,0.6565901725108807,0.6446066751461877
s3_simulated_data_provider_withdrawal,1,1,2,0.6390698599815369,0.625835174733812
s3_simulated_data_provider_withdrawal,1,1,3,0.6206855368614197,0.6034691741223742
s3_simulated_data_provider_withdrawal,1,1,4,0.5967347911687998,0.5755663966826653
s3_simulated_data_provider_withdrawal,1,2,1,0.568347934316815,0.5419754151304725
s3_simulated_data_provider_withdrawal,1,2,2,0.5397772960353303,0.5068726423347774
s3_simulated_data_provider_withdrawal,1,2,3,0.5042267939222651,0.4710036677690012
s3_simulated_data_provider_withdrawal,1,2,4,0.46849435282269436,0.43706606484292604
s3_simulated_data_provider_withdrawal,1,3,1,0.43216325343800543,0.40474568302111325
s3_simulated_data_provider_withdrawal,1,3,2,0.40225954978031714,0.37974738052006535
s3_simulated_data_provider_withdrawal,1,3,3,0.3779445644711458,0.3623514906601147
s3_simulated_data_provider_withdrawal,1,3,4,0.359697596647481,0.3499363237087303
s3_simulated_data_provider_withdrawal,1,4,1,0.3645306656650843,0.3393223865856214
s3_simulated_data_provider_withdrawal,1,4,2,0.3563315784802606,0.33251363741970763
s3_simulated_data_provider_withdrawal,1,4,3,0.34704045655180016,0.32892415680066506
s3_simulated_data_provider_withdrawal,1,4,4,0.3391316304175622,0.32705306342121293
